CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
2768421,242.24,C12H13F3N2,15.3,3.2,17,1,5,0,C1CC2CNC3=C(N2C1)C=CC(=C3)C(F)(F)F,0,1
2768417,256.22,C12H11F3N2O,32.299,2.4,18,1,5,0,C1CC2C(=O)NC3=C(N2C1)C=C(C=C3)C(F)(F)F,0,1
2768411,321.4,C15H19N3O3S,78.1,1.2,22,1,5,2,C1CCN(C1)S(=O)(=O)C2=CC3=C(C=C2)N4CCCC4C(=O)N3,0,1
2768405,415.5,C21H25N3O4S,78.5,2.8,29,0,6,5,CC1=CC=C(C=C1)CN2C3=C(C=CC(=C3)S(=O)(=O)N(C)OC)N4CCCC4C2=O,0,1
2768368,491.5,C17H16F3N5O5S2,161,3,32,2,12,7,CC1=NN(C(=C1)C(F)(F)F)C2=NC(=CS2)C(=O)NNS(=O)(=O)C3=CC(=C(C=C3)OC)OC,0,1
2768310,368.4,C20H24N4O3,61.1,2.6,27,0,6,6,CC1=NC2=C(C=NN2C3=C1CCN3CCOC)C4=CC(=C(C=C4)OC)OC,0,1
2768249,316.4,C16H13FN2O2S,59.5,3.3,22,1,4,4,C1=CN(C=C1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)F,0,1
2768241,328.4,C17H16N2O3S,68.7,2.6,23,1,4,5,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)N3C=CC=C3,0,1
2768203,204.25,C10H8N2OS,71.1,1.6,14,0,4,2,CC(=O)C1=CN=C(S1)C2=CC=CC=N2,0,1
2767905,183.23,C8H9NO2S,75.5,1.2,12,1,4,4,C1=CC=NC(=C1)SCCC(=O)O,0,1
2767903,406.5,C22H26N6S,78.8,5,29,0,4,9,CCCCCCSC1=NN=C(N1C)C2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,0,1
2767901,364.5,C19H20N6S,78.8,3.5,26,0,4,6,CCCSC1=NN=C(N1C)C2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,0,1
2767882,322.4,C16H14N6S,82.5,2.3,23,1,3,3,CN1C(=NNC1=S)C2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,0,1
2767876,355.5,C18H17N3OS2,130,5,24,1,5,5,CC(C)(C)C(=O)NC1=C(SC(=C1C2=CC=CC=C2)SCC#N)C#N,0,1
2767875,315.73,C12H10ClNO5S,94,2.7,20,1,6,5,COC(=O)C1=CC=C(O1)NS(=O)(=O)C2=CC=C(C=C2)Cl,0,1
2767874,281.29,C12H11NO5S,94,2,19,1,6,5,COC(=O)C1=CC=C(O1)NS(=O)(=O)C2=CC=CC=C2,0,1
2767793,326.28,C17H11FN2O4,84.5,2.6,24,2,5,3,C1=CC=C(C(=C1)C=C2C(=O)NC(=O)NC2=O)OC3=CC=C(C=C3)F,0,1
2767579,222.17,C10H7FN2O3,66.5,0.9,16,1,4,2,C1=CC=C(C(=C1)CN2C(=O)C(=O)NC2=O)F,0,1
2767481,251.28,C15H13N3O,49.9,3.8,19,1,3,2,CN1C2=CC=CC=C2C(=C1O)N=NC3=CC=CC=C3,0,1
2767315,432.7,C15H11BrClNO5S,105,3.6,24,0,5,5,C1=CC(=CC=C1S(=O)(=O)CC2=C(C=CC(=C2)C(=O)CBr)[N+](=O)[O-])Cl,0,1
2767304,215.2,C12H9NO3,66.4,2.1,16,2,3,2,C1=CC=C(C=C1)C2=CC=C(C(=O)N2)C(=O)O,0,1
2767259,405.76,C15H15ClF3N5O3,94.6,1.9,27,2,9,5,CN(C)C=C1C(=O)NC(=O)N(C1=O)CCNC2=C(C=C(C=N2)C(F)(F)F)Cl,0,1
2767136,358.3,C17H11FN2O4S,112,4.2,25,1,6,4,C1=CC=C(C=C1)NC(=O)C2=C(C=CS2)OC3=C(C=C(C=C3)[N+](=O)[O-])F,0,1
2767115,385.5,C23H23N5O,65.3,3.5,29,0,6,4,CN1CCN(CC1)C2=NC(=NC(=C2C#N)C3=CC(=CC=C3)OC)C4=CC=CC=C4,0,1
2767100,304.65,C12H8ClF3N2O2,51.2,3,20,1,7,2,CC1=C(C(=O)C=CN1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,0,1
2766970,302.4,C15H14N2OS2,106,3.8,20,1,4,4,CC1=C(C(=CC=C1)C)NC(=O)C2=C(C=CS2)SCC#N,0,1
2766965,304.4,C14H12N2O2S2,116,3,20,1,5,5,COC1=CC=C(C=C1)NC(=O)C2=C(C=CS2)SCC#N,0,1
2766952,292.4,C13H9FN2OS2,106,3.2,19,1,5,4,C1=CC(=CC=C1NC(=O)C2=C(C=CS2)SCC#N)F,0,1
2766813,375.8,C17H14ClN3O5,99.2,4.2,26,0,6,6,CCOC(=O)CON1C2=C(C=CC(=C2)[N+](=O)[O-])N=C1C3=CC(=CC=C3)Cl,0,1
2766807,313.26,C15H11N3O5,110,2.9,23,1,6,4,C1=CC=C(C=C1)C2=NC3=C(N2OCC(=O)O)C=C(C=C3)[N+](=O)[O-],0,1
2766629,358.8,C17H15ClN4OS,80,3.1,24,1,3,5,C=CCN1C(=NNC1=S)C2=CC=CN(C2=O)CC3=CC=C(C=C3)Cl,0,1
2766567,313.13,C13H10Cl2N2O3,71.2,3.2,20,2,3,4,COC(=O)NC1=CC(=CN1)C(=O)C2=C(C=C(C=C2)Cl)Cl,0,1
2766449,251.26,C11H9NO4S,111,1.7,17,1,5,4,COC(=O)C1=C(C=CS1)C2=CC=C(O2)C(=O)N,0,1
2766327,409.6,C25H35N3O2,39.2,4.2,30,1,5,8,C1CCN(CC1)CCCOC2=CC=C(C=C2)CN3CCN(CC3)C4=CC=C(C=C4)O,0,1
2766260,308.4,C15H20N2O3S,82.7,2.2,21,1,4,5,CC1=C(N(C(=C1S(=O)(=O)C2=CC=CC=C2)N)CCOC)C,0,1
2766195,311.36,C13H17N3O4S,87.3,0.7,21,1,6,3,CN(OC)S(=O)(=O)C1=CC2=C(C=C1)N3CCCC3C(=O)N2,0,1
2766156,441.5,C23H27N3O4S,78.5,2.4,31,0,6,4,CC1=CC=C(C=C1)CN2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N5CCCC5C2=O,0,1
2766150,376.4,C17H20N4O4S,102,0.3,26,0,7,3,C1CC2C(=O)N(C3=C(N2C1)C=CC(=C3)S(=O)(=O)N4CCOCC4)CC#N,0,1
2766123,366.4,C20H22N4O3,105,3.7,27,2,6,5,C1CN(CCC1CO)C2=CC=CC=C2CNC3=C(C=C(C=C3)C#N)[N+](=O)[O-],0,1
2766090,424.4,C15H19F3N4O5S,121,1.7,28,1,11,9,CCOC(=O)C1=CN=C2C(=C1OC(CCNS(=O)(=O)C)C(F)(F)F)C=NN2C,0,1
2765982,384.5,C21H24N2O3S,74.9,3.6,27,1,3,5,CCC1=C(NC(=O)N1C2=CC=C(C=C2)C)C(C)S(=O)(=O)C3=CC=C(C=C3)C,0,1
2765977,454.5,C21H21F3N2O4S,84.1,4.4,31,1,7,6,CCC1=C(NC(=O)N1C2=CC=C(C=C2)OC(F)(F)F)C(C)S(=O)(=O)C3=CC=C(C=C3)C,0,1
2765972,308.4,C15H20N2O3S,74.9,1.6,21,1,3,5,CCC1=C(NC(=O)N1CC)C(C)S(=O)(=O)C2=CC=CC=C2,0,1
2765914,389.5,C21H15N3OS2,130,5.2,27,1,5,6,C1=CC=C(C=C1)CC(=O)NC2=C(SC(=C2C3=CC=CC=C3)SCC#N)C#N,0,1
2765911,339.4,C17H13N3OS2,130,4.1,23,1,5,5,C1CC1C(=O)NC2=C(SC(=C2C3=CC=CC=C3)SCC#N)C#N,0,1
2765814,323.4,C12H9N3O2S3,145,2.5,20,1,6,4,C1=CC=C2C(=C1)C(=O)N(C2=O)CCSC3=NNC(=S)S3,0,1
2765774,257.19,C7H4F5N3S,82.2,1.9,16,3,7,2,C1(=C(C(=C(C(=C1F)F)F)F)F)NNC(=S)N,0,1
2765577,455.4,C17H24Cl2N2O6S,110,2.4,28,1,6,11,CCN(CC)C(=O)CS(=O)(=O)CC(=O)NC1=CC(=C(C=C1Cl)Cl)OCCOC,0,1
2765086,314.8,C18H19ClN2O,32.299,4,22,1,2,4,C1CCN(C1)C2=CC=C(C=C2)NC(=O)C(C3=CC=CC=C3)Cl,0,1
2765003,294.4,C19H22N2O,23.6,3,22,0,3,5,C1CN(CCN1CC2=CC=CC=C2)CC(=O)C3=CC=CC=C3,0,1
2764938,359.59,C13H11ClINO,21,NULL,17,0,2,3,C1=CC=[N+](C=C1)CC(=O)C2=CC=C(C=C2)Cl.[I-],0,2
2764919,324.4,C17H16N4OS,80,2.5,23,1,3,5,C=CCN1C(=NNC1=S)C2=CC=CN(C2=O)CC3=CC=CC=C3,0,1
2764915,285.32,C14H11N3O2S,86,2.2,20,1,4,3,C1=CC=C(C=C1)CN2C=CC=C(C2=O)C3=NNC(=S)O3,0,1
2764912,324.4,C17H16N4OS,80,2,23,1,3,5,C=CCN1C(=NNC1=S)C2=CN(C(=O)C=C2)CC3=CC=CC=C3,0,1
2764893,393.3,C17H14Cl2N4OS,80,3.7,25,1,3,5,C=CCN1C(=NNC1=S)C2=CC=CN(C2=O)CC3=C(C=C(C=C3)Cl)Cl,0,1
2764891,381.3,C16H14Cl2N4OS,80,3.4,24,1,3,4,CCN1C(=NNC1=S)C2=CC=CN(C2=O)CC3=C(C=C(C=C3)Cl)Cl,0,1
2764722,296.17,C10H6F6N4,63.8,2.8,20,2,10,1,C1=CC(=NC2=C1C(=CC(=N2)C(F)(F)F)C(F)(F)F)NN,0,1
2764640,267.23,C12H11F2N3O2,62.7,1.1,19,2,6,4,COCC1=C(C(=O)NN1)C=NC2=C(C=C(C=C2)F)F,0,1
2764477,215.2,C12H9NO3,59.3,1.3,16,0,4,2,COC1=CC=C(C=C1)C2=C(C(=O)OC2)C#N,0,1
2764476,261.269,C17H11NO2,50.1,3,20,0,3,2,C1C(=C(C(=O)O1)C#N)C2=CC=C(C=C2)C3=CC=CC=C3,0,1
2764244,348.3,C13H15Cl2N3S2,85,4.2,20,1,3,5,CC(C)N1C(=NNC1=S)CSCC2=C(C=C(C=C2)Cl)Cl,0,1
2764243,334.3,C12H13Cl2N3S2,85,3.8,19,1,3,5,CCN1C(=NNC1=S)CSCC2=C(C=CC=C2Cl)Cl,0,1
2764242,299.8,C12H14ClN3S2,85,3.1,18,1,3,5,CCN1C(=NNC1=S)CSCC2=CC=C(C=C2)Cl,0,1
2764198,318.5,C19H30N2O2,41.6,4.5,23,1,3,5,CC(C)C1=CC=C(C=C1)NC2CCN(CC2)C(=O)OC(C)(C)C,0,1
2764158,224.3,C9H8N2OS2,91,2.5,14,1,4,2,CSC1=CC=CC=C1C2=NNC(=S)O2,0,1
2763900,294.37,C14H18N2O3S,86,0.9,20,2,4,6,COC1=C(C=C(C=C1)CCN2C(=CNC2=S)CO)OC,0,1
2763859,292.4,C15H20N2O2S,77.9,-0.4,20,2,5,3,C1CN(CCC12NC(CS2)C(=O)O)CC3=CC=CC=C3,0,1
2763791,278.13,C13H9Cl2N3,43.3,4,18,1,2,1,C1=CN2C(=CN=C2C(=C1)N)C3=CC(=C(C=C3)Cl)Cl,0,1
2763789,243.69,C13H10ClN3,43.3,3.4,17,1,2,1,C1=CN2C(=CN=C2C(=C1)N)C3=CC=C(C=C3)Cl,0,1
2763734,287.27,C15H13NO5,81.7,1.8,21,1,5,4,CC1=C(C=C(C(=O)O1)NC(=O)C2=CC=CC=C2)C(=O)OC,0,1
2763605,162.21,C8H6N2S,56.5,1.4,11,1,2,0,C1=CC=C2C(=C1)NC(=S)C=N2,0,1
2763352,268.72,C11H9ClN2O2S,93.4,3.1,17,1,5,3,COC(=O)C1=C(SC(=N1)N)C2=CC=C(C=C2)Cl,0,1
2762732,158.2,C7H14N2O2,43.8,-2.6,11,1,4,2,CN1CCN(CC1)CC(=O)O,0,1
2760654,190.27,C10H10N2S,47.4,1.8,13,1,1,1,CC1=CC(=CC=C1)N2C=CNC2=S,0,1
2758514,195.29,C9H13N3S,73.4,1,13,2,2,2,CN(C)C1=CC=C(C=C1)NC(=S)N,0,1
2756583,253.28,C11H11NO4S,93.1,-1,17,2,6,2,C1C(NC(S1)C2=CC3=C(C=C2)OCO3)C(=O)O,0,1
2756426,330.8,C14H19ClN2O3S,97.9,NULL,21,2,5,6,CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)SCCN.Cl,0,2
2754564,316.69,C15H9ClN2O4,88.4,2.4,22,2,4,2,C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)NC(=O)NC3=O)Cl,0,1
2751443,325.4,C19H19NO4,72.4,2.6,24,1,4,5,CC1=CC=C(O1)C2=C(OC3=C2C=C(C=C3)NC(=O)C)CCC(=O)C,0,1
2751438,327.3,C18H17NO5,92.3,4.7,24,1,5,3,CC1=CC=C(O1)C(C2=CC=C(O2)C)C3=C(C(=CC(=C3)C)[N+](=O)[O-])O,0,1
2751436,313.3,C17H15NO5,92.3,4.3,23,1,5,3,CC1=CC=C(O1)C(C2=C(C(=CC=C2)[N+](=O)[O-])O)C3=CC=C(O3)C,0,1
2748280,266.32,C12H14N2O3S,95.6,1.1,18,2,4,4,CCOC(=O)C1=C(NC(=S)NC1C2=CC=CO2)C,0,1
2747813,356.4,C17H16N4O3S,107,3.3,25,2,7,4,COC1=CC=CC=C1C2=NN=C3N2NC(S3)C4=CC(=C(C=C4)O)OC,0,1
2747333,359.33,C14H12F3N3O3S,91.5,2.3,24,0,9,4,CN1C(=NN=C1SCC(=O)C2=CC3=C(C=C2)OCCO3)C(F)(F)F,0,1
2746571,247.2,C8H4F3N3OS,78.6,2.2,16,1,7,1,C1=CC(=NC=C1C(F)(F)F)C2=NNC(=S)O2,0,1
2746297,275.33,C13H13N3O2S,103,2.5,19,1,6,4,CC1=CC(=NC(=N1)SC2=CC=CC=C2N)C(=O)OC,0,1
2745800,244.31,C13H12N2OS,73.6,1.8,17,1,2,2,CC1=C(C(=S)N=C(N1)C2=CC=CC=C2)C(=O)C,0,1
2745456,242.3,C12H10N4S,73.8,1.8,17,1,2,1,CC1=C(N2C=CC=CC2=N1)C3=CC=NC(=S)N3,0,1
2745437,447.3,C15H12Cl2N4O4S2,151,3.6,27,2,8,5,CC1=CC(=NO1)C2=NC(=C(S2)C(=O)NNS(=O)(=O)C3=C(C=C(C=C3)Cl)Cl)C,0,1
2744935,356.2,C12H10BrN3O3S,106,3.4,20,0,5,3,CC1=C(C(=NN1C)C(=O)SC2=CC=C(C=C2)Br)[N+](=O)[O-],0,1
2744585,314.4,C18H26N4O,59,4.1,23,2,3,5,CC1=NN(C(=C1)C(=O)NNC2=CC=C(C=C2)C(C)C)C(C)(C)C,0,1
2744279,351.4,C12H13N7O2S2,161,2.1,23,0,8,4,CCN1C(=CC(=N1)C)C2=NN=C(N2C)SC3=NC=C(S3)[N+](=O)[O-],0,1
2744025,375.9,C18H18ClN3O2S,86.4,3.9,25,1,4,4,CC1=C(N(C(=C1S(=O)(=O)C2=CC=CC=N2)N)CC3=CC(=CC=C3)Cl)C,0,1
2744024,341.4,C18H19N3O2S,86.4,3.3,24,1,4,4,CC1=C(N(C(=C1S(=O)(=O)C2=CC=CC=N2)N)CC3=CC=CC=C3)C,0,1
2743870,285.3,C8H7N5O3S2,157,2,18,1,7,4,C=CCN1C(=O)NN=C1SC2=NC=C(S2)[N+](=O)[O-],0,1
2743628,245.23,C9H6F3N3S,59.7,2.4,16,1,5,1,C1=CC(=CC=C1C(F)(F)F)N2C=NNC2=S,0,1
2743626,343.2,C11H11BrN4O2S,104,2.1,19,2,4,2,CC1=C(C(=NN1C)C(=O)NNC(=O)C2=CC=CS2)Br,0,1
2743615,224.71,C10H9ClN2S,54,3.2,14,1,2,2,CSC1=NC=C(N1)C2=CC=C(C=C2)Cl,0,1
2743573,245.23,C9H6F3N3S,68.5,2.7,16,2,4,1,C1=CC(=CC=C1C2=NC(=S)NN2)C(F)(F)F,0,1
2743305,159.21,C5H9N3OS,76.5,0.5,10,2,2,1,CC(C)N1C(=O)NNC1=S,0,1
2743226,199.28,C8H13N3OS,76.5,1.5,13,2,2,1,C1CCC(CC1)N2C(=O)NNC2=S,0,1
2743162,246.12,C8H5Cl2N3S,68.5,3.1,14,2,1,1,C1=C(C=C(C=C1Cl)Cl)C2=NC(=S)NN2,0,1
2742916,301.4,C17H23N3O2,57.4,2.5,22,2,3,5,COC1=CC2=C(C=C1)NC(=C2)C(=O)NCCN3CCCCC3,0,1
2742217,446.8,C22H14ClF3N2O3,75.3,6.8,31,1,8,6,CC1=C(C=C(O1)C2=CC=C(C=C2)Cl)C(=O)C(=CNC3=CC(=CC=C3)OC(F)(F)F)C#N,0,1
2742216,362.8,C21H15ClN2O2,66,5.6,26,1,4,5,CC1=C(C=C(O1)C2=CC=C(C=C2)Cl)C(=O)C(=CNC3=CC=CC=C3)C#N,0,1
2742152,228.31,C10H16N2O2S,89.5,0.5,15,3,3,4,CC(C)(CO)NC(=S)NCC1=CC=CO1,0,1
2741355,290.36,C15H22N4O2,65.2,3.3,21,0,5,2,C1CCN(CC1)C2=NC(=C(C=C2)[N+](=O)[O-])N3CCCCC3,0,1
2741159,269.27,C15H12FN3O,60.7,4.3,20,2,4,2,CC1=CC=C(C=C1)N=NC2=C(NC3=C2C=C(C=C3)F)O,0,1
2740652,382.4,C20H22N4O4,99.2,3,28,1,6,6,CCOC(=O)C1=C(N(N=C1C)C2=CC=C(C=C2)NC(=O)C3=C(ON=C3C)C)C,0,1
2740600,245.3,C13H11NO2S,67.5,1.9,17,1,3,1,C1C(SC2=CC=CC=C2NC1=O)C3=CC=CO3,0,1
2740512,389.3,C19H14F3N3O3,86.3,3,28,2,7,2,C1CN(C(C2=C1C3=CC=CC=C3N2)C(F)(F)F)C(=O)C4=C(C=CC=N4)C(=O)O,0,1
2740205,287.8,C14H10ClN3S,66,4,19,1,4,3,C1=CC(=CC(=C1)Cl)C2=CSC(=N2)NC3=CN=CC=C3,0,1
2739966,262.33,C12H14N4OS,82.4,2.8,18,1,5,3,CC1=C(C(=O)N(N1)C)N=NC2=CC=C(C=C2)SC,0,1
2739786,277.3,C13H11NO4S,116,2,19,2,6,3,CC1=C(C(=C(C(=N1)C)C(=O)O)C2=CSC=C2)C(=O)O,0,1
2739696,233.29,C11H11N3OS,83.1,2.3,16,1,5,4,CC(=O)CC1=NSC(=N1)NC2=CC=CC=C2,0,1
2739505,264.25,C13H13FN2O3,64.4,2,19,1,5,5,CC1=CC(=NO1)NC(=O)CCOC2=CC=C(C=C2)F,0,1
2739274,364.3,C16H11F3N4OS,95.2,4.1,25,2,8,4,C1=CC=C(C(=C1)C(=O)NNC2=CC=C(C=C2)C3=CSN=N3)C(F)(F)F,0,1
2739124,226.26,C8H10N4O2S,103,0.3,15,1,5,1,C1CCN(C1)C(=O)NC(=O)C2=CSN=N2,0,1
2739119,282.71,C10H7ClN4O2S,112,2.4,18,2,5,2,C1=CC=C(C(=C1)NC(=O)NC(=O)C2=CSN=N2)Cl,0,1
2738853,326.4,C18H22N4O2,57.7,1.9,24,1,5,4,CN(C)C1=CC=C(C=C1)NC(=O)C2=CN=C(C=C2)N3CCOCC3,0,1
2738355,358.4,C17H14N2O3S2,133,3.7,24,2,6,6,C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)CSCC(=O)O,0,1
2738327,326.4,C19H22N2O3,79.3,3.6,24,2,4,5,C1CCC(CC1)(CC(=O)NC2=CC3=CC=CC=C3C=N2)CC(=O)O,0,1
2738053,355.5,C19H21N3O2S,82.7,3.7,25,1,5,5,CC1=CC=C(C=C1)C2=NN(C(=NC3=CC=C(C=C3)OC)SC2)CCO,0,1
2738051,440.4,C18H15F3N4O4S,129,4.4,30,1,10,5,C1C(=NN(C(=NC2=CC=C(C=C2)OC(F)(F)F)S1)CCO)C3=CC=C(C=C3)[N+](=O)[O-],0,1
2737943,222.27,C9H10N4OS,81.3,2.7,15,1,4,3,COC1=CC=CC=C1CN2C(=S)N=NN2,0,1
2737866,319.4,C21H25N3,18.8,4.6,24,0,3,2,CN1C(C2CCCC3=CC=CC=C3C2=N1)C4=CC=C(C=C4)N(C)C,0,1
2737842,294.4,C19H19FN2,15.6,4.5,22,0,3,1,CN1C(C2CCCC3=CC=CC=C3C2=N1)C4=CC=C(C=C4)F,0,1
2737056,191.14,C9H5NO4,80,1.2,14,0,4,0,C1C(=O)C2=C(C1=O)C(=CC=C2)[N+](=O)[O-],0,1
2736441,186.23,C7H10N2O2S,73.7,0.4,12,1,3,3,CCOC(=O)C1=CNC(=S)N1C,0,1
2735746,226.73,C10H11ClN2S,47.4,2.8,14,1,1,1,CC(C)N1C2=C(C=C(C=C2)Cl)NC1=S,0,1
2735302,214.56,C6H3ClN4O3,111,1.5,14,1,6,0,C1=C(C2=NON=C2C(=C1N)[N+](=O)[O-])Cl,0,1
2735277,268.34,C14H12N4S,72.6,2.5,19,1,3,3,C=CCN1C(=NNC1=S)C2=CC3=C(C=C2)N=CC=C3,0,1
2733501,166.67,C5H11ClN2S,63.7,NULL,9,2,2,0,CC1CCN=C(S1)N.Cl,0,2
2733448,213.66,C10H12ClNO2,49.3,NULL,14,3,3,1,C1CNC(C2=CC=CC=C21)C(=O)O.Cl,0,2
2733208,171.65,C4H10ClNO2S,53.3,NULL,9,3,4,3,COC(=O)C(CS)N.Cl,0,2
2733053,303.4,C15H13NO2S2,90.9,3.4,20,0,4,3,CC1=CC=C(C=C1)N2C(=O)CC(C2=O)SC3=CC=CS3,0,1
2733001,288.4,C15H16N2O2S,97.1,3.4,20,1,4,4,CC1=CC=C(C=C1)C(C[N+](=O)[O-])SC2=CC=C(C=C2)N,0,1
2732963,329.7,C17H12ClNO4,83.5,2.8,23,2,4,3,C1=CC=C(C(=C1)CC(=O)NC2(C(=O)C3=CC=CC=C3C2=O)O)Cl,0,1
2732785,279.31,C13H13NO4S,104,1.5,19,2,5,6,C1=CC=C2C(=C1)C(=CS2)CNC(=O)COCC(=O)O,0,1
2732777,298.4,C14H22N2O3S,117,0.5,20,5,4,5,CC1=CC(=C(C(=C1)C)NC(=S)NC(CO)(CO)CO)C,0,1
2732547,373.4,C23H19NO4,66.8,4.7,28,1,4,4,CC1=CC=C(C=C1)N2C(C3=CC=CC=C3C2=O)C(=O)C4=C(C=CC(=C4)OC)O,0,1
2732541,357.4,C23H19NO3,57.6,5,27,1,3,3,CC1=CC=C(C=C1)N2C(C3=CC=CC=C3C2=O)C(=O)C4=C(C=CC(=C4)C)O,0,1
2732531,288.4,C15H16N2O2S,97.1,3.5,20,1,4,4,CC(C(C1=CC=CC=C1)SC2=CC=CC=C2N)[N+](=O)[O-],0,1
2732121,306.5,C15H18N2OS2,80.9,3.9,20,0,4,3,CC(C)C1=CC=C(C=C1)N2C(=O)C(=CN(C)C)SC2=S,0,1
2732119,282.4,C12H11FN2OS2,80.9,2.9,18,0,5,2,CN(C)C=C1C(=O)N(C(=S)S1)C2=CC=C(C=C2)F,0,1
2732118,343.3,C12H11BrN2OS2,80.9,3.5,18,0,4,2,CN(C)C=C1C(=O)N(C(=S)S1)C2=CC=C(C=C2)Br,0,1
2732048,274.36,C16H22N2O2,45.5,2.3,20,1,3,6,CC1=C(C2=CC=CC=C2O1)CC(=O)NCCCN(C)C,0,1
2731984,237.37,C12H19N3S,68.2,2.6,16,3,2,3,CC1=CC=C(C=C1)NC(=S)NNC(C)(C)C,0,1
2731967,260.32,C12H12N4OS,78.1,2.5,18,0,5,5,CCOC1=CC=C(C=C1)N2C(=NN=N2)SCC#C,0,1
2731964,220.3,C10H12N4S,72.1,3.9,15,1,3,1,CC1=CC(=C(C(=C1)C)N2C(=S)N=NN2)C,0,1
2731753,302.24,C14H10N2O6,132,4.1,22,3,7,4,C1=CC=C(C(=C1)C(=O)O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,0,1
2731723,289.3,C18H11NO3,63.3,3.4,22,1,4,2,C1=CC=C2C=C3C(=CC2=C1)C(=CC(=N3)C4=CC=CO4)C(=O)O,0,1
2731365,229.69,C8H8ClN3OS,99.2,0.7,14,3,2,1,C1=CC(=CC(=C1)Cl)C(=O)NNC(=S)N,0,1
2731237,277.27,C17H11NO3,54.4,2.4,21,0,3,3,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2N3C(=O)C=CC3=O,0,1
2731017,178.26,C9H10N2S,56.2,2.1,12,2,1,0,CC1=CC2=C(C=C1C)NC(=S)N2,0,1
2731000,215.7,C8H10ClN3S,82.2,0.9,13,3,2,1,CC1=C(C(=CC=C1)Cl)NC(=S)NN,0,1
2730997,259.399,C12H9N3S2,93.8,3.5,17,2,3,2,C1=CC=C2C(=C1)C=CC=C2NC3=NNC(=S)S3,0,1
2730762,449.4,C15H18F3N7O4S,140,1.8,30,2,12,6,CC(C(=O)NNS(=O)(=O)C1=CC=CC(=C1)C(F)(F)F)N2N=C(N=N2)N3CCOCC3,0,1
2730458,194.62,C8H7ClN4,54.5,2.1,13,1,3,1,CC1=C(C=C(C=C1)C2=NNN=N2)Cl,0,1
2730136,343.02,C7H6Br2FN3S,82.2,2.3,14,3,3,1,C1=C(C=C(C(=C1Br)NC(=S)NN)Br)F,0,1
2729826,200.19,C8H12N2O4,81.1,-0.3,14,2,4,0,C1CCC2C(C1)N(C(=O)C(=O)N2O)O,0,1
2729649,248.34,C14H16O2S,62.6,3.4,17,1,3,2,CC1(CC(=C(C(=O)C1)SC2=CC=CC=C2)O)C,0,1
2729520,336.4,C19H20N4O2,68.1,3.3,25,1,4,3,C1CN(CCN1CC2=CC(=CC=C2)[N+](=O)[O-])C3=CC=CC4=C3C=CN4,0,1
2729517,325.8,C19H20ClN3,22.3,4.1,23,1,2,3,C1CN(CCN1CC2=CC=CC=C2Cl)C3=CC=CC4=C3C=CN4,0,1
2729465,258.12,C8H6F4O5,83.8,0.7,17,2,9,2,C12C(C(OC1C(=O)O)C(=O)O)C(C2(F)F)(F)F,0,1
2729304,436.5,C14H20N4O6S3,215,1.3,27,2,11,14,CCOC(=O)CNC(=O)CSC1=NN=C(S1)SCC(=O)NCC(=O)OCC,0,1
2729242,331.4,C18H25N3O3,70.7,2.2,24,2,4,7,CCN(CC)C1=CC=C(C=C1)C2C(=C(NC(=O)N2)C)C(=O)OCC,0,1
2729195,289.31,C13H11N3O3S,116,2.5,20,3,4,2,C1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)C2=CC=CO2,0,1
2728806,390.5,C19H22N2O5S,142,1.2,27,5,8,7,C1=CC=C(C=C1)C2=NN(C(S2)C(C(C(C(CO)O)O)O)O)C3=CC=CC=C3,0,1
2728685,298.4,C21H18N2,24.4,4.6,23,1,2,2,C1C(NC2=CC=CC=C2N=C1C3=CC=CC=C3)C4=CC=CC=C4,0,1
2728546,245.13,C9H6Cl2N2S,47.4,2.7,14,1,1,1,C1=CC(=C(C(=C1)Cl)N2C=CNC2=S)Cl,0,1
2728466,375.5,C23H25N3O2,45.7,3.9,28,0,5,5,CC1=NC2=CC=CC=C2C(=C1)N3CCN(CC3)CC(=O)C4=CC=C(C=C4)OC,0,1
2728458,331.5,C22H25N3,28.2,4.7,25,1,3,5,C1CCN(CC1)CCNC2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,0,1
2728369,294.4,C16H14N4S,64.599,3.2,21,1,2,2,CN1C(=NNC1=S)CN2C3=CC=CC=C3C4=CC=CC=C42,0,1
2728081,389.5,C24H27N3O2,57.4,3.3,29,2,4,4,COC(=O)C1CC2=C(C3(N1)CCN(CC3)CC4=CC=CC=C4)NC5=CC=CC=C25,0,1
