,CID,SID,target,Efficacy
108966,8087996,49731352,0,
108976,8087933,49716171,0,
108979,8087931,49716117,0,
108999,8087252,49735995,0,
109002,8087250,24387026,0,
109032,8083550,24270808,0,50.5897
109057,8076095,49669947,0,122.53
109065,8075593,49721932,0,
109067,8075581,24392036,0,
109129,8072419,49816103,0,58.1557
110587,7709015,24390547,0,
110797,7662489,24392167,0,
110799,7662356,24392165,0,
111206,7573833,49717013,0,
111615,7526491,24406511,0,
111621,7526470,24406533,0,
111637,7526411,24406531,0,
111647,7526384,24406535,0,
111760,7518526,24407479,0,
111780,7517548,24406966,0,
111895,7498689,24406594,0,
111901,7498670,49720232,0,
111905,7498662,24406580,0,
112069,7455446,24391709,0,
112077,7454642,49670412,0,
112081,7454633,49670437,0,
112085,7454310,24275596,0,
112103,7437457,24271079,0,
112109,7436939,24813644,0,
112113,7436932,49731444,0,
112449,7398753,24268928,0,
112589,7384402,24406513,0,
112592,7384399,51089149,0,
112685,7339742,24276746,0,52.0875
112690,7338786,22411595,0,130.482
113591,7243529,24411726,0,
113595,7243520,24411704,0,
113598,7243515,24411700,0,
113646,7223582,49719824,0,
113804,7216577,24407417,0,
114496,7188831,24408631,0,
114498,7188830,24408629,0,
114660,7183501,49734837,0,
114974,7151133,51090229,0,57.5571
114980,7151126,51090420,0,61.7725
114984,7151123,51090452,0,
114988,7151118,51086798,0,114.359
114990,7151117,51086796,0,
115011,7151061,51089143,0,
115052,7150980,51090365,0,
115188,7125863,17515450,0,
115236,7119208,14736278,0,51.1613
115238,7119205,14740577,0,
115249,7119148,14740494,0,
115251,7119147,24411434,0,
115392,7106787,24812591,0,
115670,7066857,24785559,0,143.668
115685,7066669,24268926,0,
115689,7066599,24267865,0,100.711
115885,6918215,90341515,0,41.1646
115896,6917843,56463244,0,66.4626
115949,6914273,26756773,0,
118581,6871212,29216171,0,
118650,6870053,17401871,0,
118797,6867421,17504843,0,153.977
118823,6866920,24822935,0,
118963,6864559,17401493,0,
119428,6852393,11532985,0,
119520,6708818,29218081,0,
120544,6610329,26755313,0,
120548,6610322,26755278,0,81.2881
120551,6610313,26755788,0,
120554,6610310,26755236,0,
120559,6610300,26756489,0,144.923
120562,6610290,50106797,0,11.5
120576,6604893,50104919,0,13.5
120581,6604858,90341678,0,48.0313
120586,6604820,26752078,0,
120662,6604492,56463144,0,85.34
120670,6604471,11112923,0,
120733,6604398,11112751,0,
120800,6604327,11112577,0,
120897,6604218,11112242,0,
120914,6604200,17389788,0,
120917,6604199,11112185,0,
120943,6604151,90340901,0,77.1086
120954,6604076,50106030,0,
120967,6604009,90341726,0,58.8957
120971,6603999,50106660,0,60.5132
120977,6603977,50105867,0,48.9136
120988,6603931,50106547,0,
120994,6603913,50106635,0,32.057
120998,6603901,50106426,0,12.0
121001,6603900,90340748,0,113.675
121005,6603892,50106533,0,
121016,6603857,90341621,0,46.5391
121019,6603849,90340954,0,109.131
121026,6603828,50106630,0,22.5
121028,6603827,50105673,0,
121031,6603822,50106232,0,
121041,6603782,50105996,0,
121057,6603721,11112122,0,
121060,6603717,50105895,0,24.5
121064,6603710,56463316,0,46.288
121068,6603703,26752234,0,116.291
121401,6603339,50105829,0,44.1704
121518,6603219,858526,0,134.517
121585,6603149,50106858,0,56.4884
121611,6603122,26748517,0,
122080,6602625,50106686,0,
122207,6546955,11112493,0,
122560,6510278,26753563,0,
122588,6505803,26756800,0,68.8832
123883,6486063,49722073,0,
123894,6486045,49722067,0,
123906,6486027,49722075,0,
123911,6485988,24392670,0,51.7776
124030,6485153,24808993,0,
124043,6484582,24392248,0,
125111,6463999,24276748,0,
125192,6463281,24416689,0,
125259,6462672,49717908,0,75.9238
125281,6462422,49717881,0,50.303
125336,6461720,49670073,0,
125583,6458740,24392246,0,
125606,6458412,24267029,0,
125758,6449767,26755756,0,78.8267
125764,6443013,26754876,0,
125777,6439225,26754862,0,
125784,6438381,26754859,0,
125795,6436393,26754830,0,
125836,6420039,50106592,0,11.0
125846,6420002,11112951,0,
125854,6419975,11113054,0,
125858,6419954,11112977,0,
125868,6419921,11533018,0,99.8831
125946,6414945,24403451,0,
126115,6409633,90341823,0,40.424
126374,6401479,24812037,0,
126478,6398657,90340986,0,
126790,6338045,11112729,0,
126803,6324610,50106060,0,
126855,6321351,26754853,0,54.0664
127207,6257784,24413579,0,
127211,6257781,24413571,0,
127213,6257780,24413569,0,
127216,6257394,24413567,0,
127585,6220215,26725621,0,102.613
128008,6155526,26751760,0,
128263,6100511,14728495,0,126.84
128265,6100507,14728494,0,
128267,6100492,14728493,0,
128270,6100468,14728547,0,
128272,6100461,14728546,0,
128274,6100460,29216025,0,105.998
128327,6096743,14728661,0,
128329,6096742,14728701,0,
128334,6096720,14728740,0,
128337,6096714,14728499,0,102.861
128341,6096680,14728751,0,
128343,6096679,14728513,0,76.1725
128374,6096188,14728899,0,85.9623
128376,6095612,14728900,0,
128381,6094041,14728796,0,88.6874
128386,6093340,90341729,0,63.0583
128606,6063342,24823987,0,
129398,5940264,50105889,0,16.0
129563,5929841,26665002,0,
129638,5926218,26756728,0,
129883,5912039,29215281,0,
130260,5876025,24389428,0,41.6943
131715,5742347,24391113,0,
131736,5742152,24391240,0,
131880,5738369,49668391,0,
132844,5710943,49668427,0,
133027,5702285,50107070,0,
133030,5702273,11533014,0,
133032,5702253,50107170,0,47.7767
133037,5702238,56463093,0,60.5119
133040,5702236,26748756,0,
133045,5702223,11533012,0,119.671
133048,5702214,50107033,0,
133059,5702162,855889,0,60.2516
133061,5702161,50106336,0,9.0
133064,5702160,50106279,0,21.5
133069,5702144,26748359,0,
133072,5702129,50107044,0,23.9391
133075,5702128,56463090,0,62.343
133080,5702098,50106767,0,
133086,5702063,26665151,0,
133089,5702062,11533024,0,
133753,5478883,26755332,0,48.6431
133763,5472495,90341591,0,58.4492
133787,5462351,11112982,0,
133866,5461158,49648594,0,38.538
134065,5447130,26752739,0,
134321,5420804,90341168,0,36.0156
134388,5415348,22404114,0,47.4623
134785,5396647,22416690,0,
134935,5389991,24840989,0,133.646
134981,5389859,24841090,0,
135334,5388977,56422774,0,72.7234
135338,5388962,11112847,0,
135340,5388961,56424090,0,
135343,5388957,26663018,0,72.863
135458,5372720,90340898,0,85.1206
135494,5366546,56314830,0,
135527,5358907,855660,0,88.0785
135554,5356121,26665162,0,
135581,5353788,50104240,0,
135586,5353760,26754898,0,
135597,5353623,26754871,0,
135604,5353454,26752157,0,
135611,5353365,90341368,0,84.3191
136091,5345855,24416615,0,90.3875
136168,5344764,17508445,0,
136176,5344717,24272458,0,53.7439
137125,5328804,50107060,0,41.9712
137148,5328748,26756737,0,126.374
137153,5326976,26753546,0,31.58
137164,5323714,26749310,0,
137186,5323379,24415750,0,
137193,5323365,49679080,0,98.5528
137199,5323352,49670543,0,
137201,5323345,24417368,0,
137203,5323344,24823737,0,
137212,5323314,24415558,0,
137224,5323202,24822693,0,
137244,5323054,17509841,0,84.0999
137265,5322910,49715336,0,
137272,5322870,49679522,0,111.864
137277,5322853,24269366,0,
137283,5322831,14735285,0,122.468
137294,5322730,24267930,0,
137362,5314971,14728839,0,114.855
137372,5314958,14728636,0,68.3908
137386,5312331,50106245,0,6.0
137394,5312126,11532962,0,
137405,5311493,11532954,0,
137411,5311432,26752109,0,
137428,5311299,90340665,0,55.4459
137430,5311281,26756820,0,53.4898
137440,5311203,50104816,0,13.5
137443,5311198,90341806,0,64.6955
137448,5311093,11113801,0,
137454,5311067,855924,0,30.021
137457,5311047,11112860,0,
137466,5310992,90341364,0,
137468,5310987,50104324,0,41.2803
137475,5310956,90341720,0,47.0159
138445,5309446,7968511,0,86.3071
139370,5308397,24389424,0,
140551,5303283,49735062,0,
140596,5302178,49735270,0,
140639,5301555,24389335,0,
140747,5299205,49649393,0,
140876,5297177,24814658,0,
140890,5296923,24276402,0,
140896,5296669,24276394,0,
140898,5296668,24417410,0,103.559
140903,5296511,24823097,0,71.2796
140905,5296504,24823734,0,
140946,5295952,49714205,0,
141015,5295401,24812430,0,
141206,5289419,26753623,0,
141211,5288600,50106919,0,61.6989
141219,5287620,56463468,0,48.1576
141288,5284594,50103951,0,
141290,5284583,26719810,0,114.045
141298,5284513,29216416,0,36.9254
141303,5284451,50106737,0,34.6005
141307,5284443,50106782,0,34.2977
141311,5284441,855636,0,121.177
141314,5284439,56422147,0,
141327,5283454,90341098,0,58.6082
141346,5282759,50106742,0,
141358,5282408,56424131,0,85.0516
141363,5282407,50106315,0,
141365,5282386,50107220,0,31.0
141368,5282381,11532984,0,97.9918
141371,5282379,26753642,0,149.817
141380,5282318,50107079,0,40.8235
141384,5282280,26755010,0,
141390,5282254,11112850,0,
141393,5282230,90341124,0,53.8534
141401,5282139,50106867,0,
141404,5282138,90341030,0,
141406,5282106,50106959,0,38.225
141414,5281969,26754692,0,
141423,5281881,90341514,0,135.166
141440,5281767,26749327,0,
141449,5281708,50104845,0,58.4861
141472,5281416,855593,0,93.1233
141475,5281404,50104745,0,
141480,5281365,26753789,0,46.7107
141489,5281088,26719773,0,74.1832
141494,5281070,50106017,0,
141496,5281068,50106014,0,
141499,5281067,50105943,0,
141504,5281056,56423148,0,
141511,5281004,855541,0,68.2789
141514,5280961,90340706,0,47.1021
141520,5280939,26751471,0,
141525,5280933,57260207,0,134.912
141542,5280805,26719694,0,117.983
141549,5280754,50105983,0,32.1681
141566,5280531,26748810,0,
141570,5280492,26754792,0,54.461
141575,5280460,11112240,0,65.2052
141577,5280453,26719902,0,82.0634
141579,5280450,26752888,0,
141584,5280443,50104771,0,
141587,5280442,11112356,0,
141590,5280388,855995,0,123.278
141595,5280360,50105679,0,
141599,5280335,26751811,0,
141724,5240344,24271274,0,
141732,5240098,26751939,0,
141904,5225696,17514021,0,
142016,5219238,49667760,0,
142078,5216953,24273818,0,
142100,5215885,24415684,0,
142601,5188229,49717406,0,
142640,5186444,24415269,0,
142796,5179106,17510926,0,
142815,5178209,49717407,0,
142990,5169186,49717538,0,
143002,5168521,24813945,0,47.4568
143004,5168518,24396394,0,38.1546
143072,5164818,49717281,0,
143218,5157172,14743315,0,
143236,5156696,24415421,0,
143361,5150753,24793933,0,59.9718
143472,5143675,24414216,0,
143746,5129974,24267534,0,
143748,5129973,24267532,0,
143751,5129970,49730776,0,75.4989
143753,5129968,24267528,0,
143755,5129967,24267526,0,
143762,5129704,24823490,0,
143948,5118082,29216579,0,
144099,5108870,24415797,0,
144126,5107042,14744222,0,
144222,5103120,24267149,0,
144315,5099137,24415629,0,105.658
144633,5083236,24267440,0,
144693,5080784,24788696,0,112.947
145058,5068352,14732700,0,
145140,5065355,24415730,0,
145142,5065354,24415728,0,
145237,5061586,24276035,0,46.5239
145312,5058847,24267210,0,
145370,5057131,24811740,0,
145420,5055551,49670268,0,
145475,5053728,24415463,0,
145477,5053726,24812261,0,
145480,5053724,49670621,0,
145487,5053604,24407503,0,
145508,5052954,49717231,0,
145532,5051686,49670989,0,
145537,5051574,24414218,0,
145603,5048736,24814638,0,60.4923
145606,5048730,24384208,0,
145623,5048043,24822731,0,
145672,5045192,24415499,0,
145751,5041114,24271984,0,64.2545
145768,5040063,50104850,0,82.8823
145983,5024764,50104883,0,
146108,5018304,11112998,0,
146121,5017464,49717349,0,
146143,5016617,24268867,0,
146338,5003875,24269100,0,
146544,4989880,24267395,0,
146602,4986793,24417363,0,
146680,4983437,24823927,0,
146697,4982922,24267281,0,
146787,4975331,24390301,0,
146834,4974312,24803640,0,
147619,4920424,24785575,0,
147687,4918757,17509619,0,
147856,4914841,24416667,0,
147958,4912610,24814058,0,
148362,4904330,24802784,0,
148762,4893170,49722159,0,
148843,4891120,24390509,0,
148998,4886313,26725754,0,71.3858
150364,4876664,57265794,0,
150581,4874619,49670124,0,
150587,4874044,24813821,0,38.4982
150822,4859482,49731692,0,
154149,4750171,47204896,0,
154465,4686632,24788436,0,
154816,4668746,49669541,0,99.4772
154826,4668489,14732225,0,
154904,4663660,24267123,0,
154928,4662682,24417336,0,
154961,4661529,24267375,0,
155173,4650478,24414789,0,85.2784
155212,4648744,24267133,0,
155321,4642301,24415763,0,
155594,4621412,24788914,0,
155723,4615679,24267575,0,
156098,4600207,24788435,0,
156307,4590670,24780463,0,
156415,4584960,49829036,0,127.654
156465,4582595,24415659,0,
156507,4580748,24416649,0,32.3953
156513,4580516,24811154,0,
156614,4574911,24268950,0,
156678,4571282,24267598,0,
156680,4571281,24823225,0,56.311
157130,4549312,85231123,0,
157173,4548157,24415233,0,49.5652
157263,4543616,24276623,0,
157436,4534488,24268366,0,
157537,4530135,14731835,0,73.0111
157659,4524445,17512511,0,
157691,4523543,24812553,0,
157781,4519262,50106602,0,
157831,4516609,14732384,0,50.3259
157867,4494356,49716133,0,
158041,4459282,24267243,0,38.4417
158135,4455218,49717463,0,
158184,4452339,49670457,0,
158246,4450138,24416108,0,
158441,4438745,24275595,0,
158625,4429356,49669583,0,
158637,4428899,24812969,0,
158691,4427382,49669853,0,
160184,4350931,90341417,0,203.699
160287,4345149,24269307,0,
160432,4337117,24269362,0,
160437,4336830,50104757,0,
160850,4318021,14741540,0,
160860,4317734,14732970,0,89.8835
160915,4314842,24416443,0,
161060,4307461,24267240,0,
161171,4303343,24415718,0,
161329,4296367,24415514,0,
161403,4293943,24417358,0,
161412,4293590,24268143,0,
161451,4292589,24394457,0,
161575,4287337,24267299,0,
162275,4256433,22401968,0,
162282,4256157,24415948,0,
162343,4253314,24267504,0,
162345,4253313,24267502,0,
162349,4253152,24267500,0,
162351,4253151,24267496,0,70.3238
162354,4253149,24267492,0,
162444,4249766,24267490,0,
162455,4249628,49715738,0,67.916
162525,4246948,24814290,0,
162594,4245104,24824161,0,
162618,4244215,24416169,0,
162621,4244158,24267470,0,
162627,4243804,24267468,0,
162629,4243801,24267466,0,
162784,4234241,50107186,0,44.3764
162800,4233329,24272426,0,
162912,4229853,24415555,0,
163009,4225979,49717455,0,
163041,4223812,90340871,0,43.52
163093,4220844,49714858,0,105.846
163292,4212204,24385673,0,72.1819
163417,4206199,17511015,0,
163529,4201507,22403668,0,
163568,4199084,29216875,0,57.7375
163742,4189772,24414160,0,
163802,4187113,24267290,0,
163825,4185828,17509374,0,
164007,4177957,90341051,0,68.7245
164193,4169705,24417236,0,
164361,4161892,49717274,0,
164387,4160427,29216555,0,
164411,4159435,17512504,0,
164580,4152428,17509620,0,
164614,4151343,14733527,0,
164850,4139910,49715734,0,39.613
164871,4139232,49717273,0,
164949,4136404,24415093,0,
165072,4131243,49716908,0,
165108,4130208,49736389,0,
165121,4129975,49717265,0,
165222,4126010,24416299,0,
165404,4119285,24409573,0,
165516,4114544,24267568,0,
165518,4114543,24267566,0,
165559,4113596,24267562,0,
165567,4113462,24267556,0,94.8477
165570,4113460,24267554,0,
165572,4113459,24267536,0,
165636,4111530,24267398,0,
165713,4109022,24391833,0,
165866,4104597,24416026,0,
165955,4101595,24394453,0,
165966,4101214,49717350,0,
166019,4099105,24415476,0,
166033,4098362,29216719,0,
166149,4093622,49669396,0,
166186,4091984,24822762,0,
166193,4091973,14738612,0,78.413
166200,4091803,24813802,0,
166204,4091590,24269432,0,106.71
166301,4087636,24813460,0,103.135
166303,4087632,24274322,0,
166442,4083155,24415654,0,
166536,4079775,24791095,0,
166601,4076954,24389337,0,
166617,4076092,90341390,0,50.2605
166788,4070446,24410798,0,
166794,4070317,24789235,0,
166980,4064381,24415386,0,
167009,4063447,24415360,0,
167024,4062776,17511003,0,
167032,4062524,49717490,0,
167113,4059895,90340724,0,42.0599
167181,4057687,24269294,0,
167226,4055959,24790914,0,
167232,4055813,24415325,0,
167265,4054690,24267782,0,51.817
167286,4053930,24813466,0,45.8011
167293,4053620,49670574,0,
167320,4052467,24415430,0,
167408,4048775,24396450,0,
167713,4033191,24810850,0,83.2686
167820,4026480,24267796,0,
167873,4023844,24273814,0,
168037,4013695,26751782,0,
168151,4007214,24390868,0,
168685,3974066,24409456,0,
168766,3968786,24267091,0,
168808,3966223,24271986,0,51.4674
169513,3922884,24390872,0,
169530,3921647,24390735,0,
169588,3918968,24811424,0,
169896,3899541,24786908,0,
170333,3864541,26732617,0,
171589,3806902,24820179,0,
171856,3795809,24813579,0,
172913,3757092,24274694,0,
173245,3745344,14743127,0,
173564,3733774,14741322,0,
173676,3729424,49670829,0,
174457,3697424,17514020,0,
174555,3693427,11112947,0,
174707,3685907,24268873,0,
174732,3684100,24415390,0,
174924,3674831,24269161,0,
174962,3672948,14745990,0,
175035,3668675,49666818,0,
175094,3665397,17511013,0,
175183,3661570,50106609,0,57.8789
175323,3655849,49649560,0,
175327,3655844,49668116,0,
175506,3647806,49717466,0,
175707,3640176,49715333,0,84.5911
175711,3640171,49715684,0,
175714,3640169,24270085,0,35.4245
175717,3640167,24812082,0,
175719,3640166,24810327,0,38.9833
176027,3626837,50106045,0,
176040,3626347,49668916,0,
176232,3617790,24268902,0,
176375,3611967,49716764,0,
176473,3607808,24267547,0,
176523,3605573,17512500,0,
176549,3604841,24268935,0,
176551,3604840,24268931,0,
176705,3598619,24269033,0,
176819,3593665,49731436,0,
177001,3585299,26662589,0,
177102,3580218,49668928,0,
177277,3572969,24415812,0,
177283,3572838,24815283,0,52.5507
177309,3571741,24274719,0,
177437,3567087,49717211,0,
177707,3554158,49670576,0,
177711,3554154,49669432,0,
177760,3551786,24814056,0,
177874,3546628,24267798,0,
177921,3544704,24276523,0,
178221,3530970,24415315,0,
178300,3527813,49735954,0,
178434,3520897,24415510,0,
178450,3520215,49716299,0,
178466,3519541,50104885,0,36.6517
178589,3513441,14732195,0,
178924,3495594,56463486,0,62.6729
178940,3494860,24268967,0,
178964,3493586,24812291,0,
179009,3491760,49717467,0,
179109,3486689,24415436,0,
179270,3476986,26752245,0,
179302,3474777,24416320,0,
179472,3466003,24269203,0,40.3408
179951,3442820,24415566,0,
180208,3431639,24414202,0,
180272,3428783,49649613,0,
180476,3418920,24413618,0,
180526,3416533,26756512,0,120.188
180599,3412465,24415841,0,
181131,3379551,24812660,0,22.9866
181333,3368053,24267792,0,
181451,3360803,24402542,0,
181672,3346917,24411019,0,
181935,3332623,24415553,0,
182089,3324372,24415525,0,
182342,3311528,49735427,0,
182862,3285260,24276625,0,
182994,3277600,50104824,0,20.0
183215,3265245,24414104,0,
183333,3258819,49717194,0,
183345,3258057,49732830,0,50.3842
183417,3254603,24789219,0,77.1146
183422,3254362,24410959,0,
183751,3246080,11112181,0,
184792,3244852,4251127,0,
185303,3244279,4250475,0,
185550,3244000,4250147,0,
186045,3243447,4249502,0,
186081,3243407,4249455,0,
186943,3242434,4248346,0,117.412
187515,3241786,4247595,0,42.6925
187606,3241683,4247473,0,
188475,3240712,24838313,0,
188753,3240397,14741569,0,94.0853
189513,3239543,4245019,0,
190279,3238680,24416372,0,42.1851
190512,3238417,4243730,0,94.9361
190755,3238155,4243429,0,
191499,3237324,24271781,0,58.7265
191713,3237082,4242195,0,98.0053
191848,3236932,4242027,0,
192222,3236512,4241555,0,
193153,3235471,4240366,0,
193192,3235429,85239697,0,
193224,3235398,85239696,0,
193435,3235166,85239695,0,
193510,3235086,85239694,0,
193718,3234850,85239693,0,
194167,3234345,85239691,0,
194312,3234184,85239690,0,
194525,3233956,85239688,0,
195136,3233276,85239687,0,
195378,3233012,85239685,0,
195745,3232621,85239684,0,
201607,3163517,49733064,0,
202371,3157242,14726012,0,
202666,3155242,24275091,0,20.3935
202732,3155021,24415518,0,
202973,3153316,24391121,0,42.7834
203093,3152384,49649124,0,
203216,3151460,14725875,0,
203226,3151405,24806537,0,
203490,3148388,24275156,0,
203517,3148152,14725399,0,
203522,3148148,14725393,0,
203581,3147422,24273734,0,50.8499
203780,3145643,14725282,0,
204178,3139419,49644274,0,
205170,3122901,24801427,0,53.2221
206673,3083802,26748482,0,
206689,3080234,24819316,0,
206720,3074827,50106666,0,
206794,3038495,50105904,0,43.1677
206798,3036864,26751972,0,
206806,3035850,26752072,0,
206837,3033877,50111740,0,
206841,3033769,90340860,0,73.906
206846,3033332,50106973,0,65.6835
206856,3032361,29215461,0,
207607,2999413,17389521,0,
208248,2998649,3714058,0,64.9542
208612,2998205,24839954,0,
209145,2997579,24839842,0,
209430,2992563,49679653,0,
209541,2991517,24389761,0,
209651,2990488,24271002,0,73.7032
209665,2990373,24390550,0,
209686,2990174,49737508,0,61.6503
209828,2988747,24389829,0,
209881,2988303,24276007,0,58.8704
209917,2987903,49665101,0,
210316,2984389,24390838,0,
210410,2983598,24390844,0,71.7697
210594,2982400,24390699,0,
211235,2977651,24787896,0,
211352,2976396,24796328,0,
211711,2973901,24797438,0,
212039,2971630,24416503,0,
213030,2965073,49819168,0,
213035,2965066,24787613,0,
213038,2965064,24793477,0,
213283,2963473,24275675,0,
213286,2963471,24275681,0,75.0624
213497,2962343,24786002,0,51.6408
213569,2962093,24786529,0,
213572,2962085,24275996,0,
213576,2962075,49723364,0,
213939,2959660,14722936,0,
214073,2958701,24266993,0,145.976
214419,2956537,14727226,0,
215929,2947278,24270158,0,60.0425
216037,2946738,49671184,0,
216132,2946221,24274294,0,
216312,2945206,24791639,0,
216375,2944836,49819036,0,
217012,2940070,26724903,0,
219051,2921828,24274365,0,
219068,2921707,49816296,0,55.5318
219126,2921148,90341327,0,48.6682
219553,2916316,22404321,0,
219844,2913535,26719647,0,93.1976
220010,2911605,49668336,0,
220058,2910977,49668341,0,
221142,2898209,24389341,0,
223125,2873568,14739577,0,29.38
224223,2857621,47202906,0,57.3995
224255,2857275,49643946,0,96.5045
224805,2849295,49644718,0,
224950,2846928,24811397,0,57.9758
225463,2839905,14739636,0,
225676,2837663,50106299,0,16.5
225974,2834423,17432436,0,
225977,2834414,24789427,0,82.3474
226189,2831516,14736554,0,117.592
229332,2794990,50105790,0,14.5
229684,2789038,17401366,0,93.4982
231070,2763924,17411349,0,
231148,2761171,11532957,0,
232043,2735510,50105920,0,15.5
232055,2734687,50105830,0,21.5
232090,2733277,50106073,0,11.0
232321,2730228,50106107,0,
232747,2724385,11533002,0,
232751,2724368,11532911,0,
232771,2723754,50105756,0,58.1886
232781,2723598,26667397,0,73.2578
233219,2684697,24388193,0,
233799,2648481,49715612,0,
234527,2600410,49720602,0,
236037,2559755,24393300,0,
239683,2474854,24835429,0,
239777,2473478,17385925,0,
240411,2462253,49681135,0,
247676,2331540,24830660,0,64.8059
247808,2329061,24268870,0,
248610,2309937,17388419,0,116.942
248882,2303746,99343900,0,
248978,2301969,24268946,0,
249071,2299068,17431839,0,
249493,2288018,49816242,0,85.9817
249541,2287010,49668933,0,
249544,2286949,49668763,0,
249882,2276281,49645318,0,
250387,2258010,24789453,0,
250813,2242340,24793997,0,
250820,2242150,24276155,0,
250980,2238398,24796371,0,45.6412
251020,2237852,24389223,0,
251063,2237376,24389751,0,
251260,2234599,24275688,0,
251312,2233906,14733767,0,65.2477
251476,2231602,14746364,0,
251594,2229921,14733941,0,
251680,2229029,24803875,0,103.045
251848,2227128,24390118,0,
252156,2223422,22416440,0,
252194,2223138,24806325,0,
252212,2222837,14724247,0,84.5478
252293,2221959,24390703,0,
252497,2219634,24275630,0,
252798,2215592,49668902,0,
252907,2214416,49819129,0,
253835,2201316,24275067,0,
255054,2172914,17506913,0,
255520,2162441,4261895,0,
255625,2160949,24267414,0,
255788,2158383,49668915,0,
255988,2156570,24267988,0,
256042,2156259,24410842,0,
256048,2156231,24410808,0,
256065,2156187,7971860,0,58.6689
256084,2156140,24411014,0,
256103,2156084,24410914,0,
256229,2155552,24824110,0,
256233,2155549,24824201,0,
256335,2152512,24267478,0,
256337,2152511,24267476,0,
256346,2152424,24267442,0,
256350,2152382,24267422,0,
256425,2151601,17515482,0,
256699,2147588,24409616,0,
256755,2146828,24417421,0,
256757,2146827,49735978,0,
257051,2138543,22400655,0,
257093,2137854,24823042,0,
257137,2137161,17515646,0,
257254,2135527,24810535,0,50.7272
257346,2134264,24812439,0,
257461,2130267,24389291,0,42.5034
258049,2121875,49673482,0,101.911
259858,2096878,24839858,0,
260423,2090123,24393465,0,
261510,2072740,29215816,0,95.4279
261534,2067945,49671145,0,
261765,2059297,49669217,0,
261767,2059287,24269175,0,67.6219
261900,2056722,14731392,0,45.7927
262660,2024185,49669028,0,
262707,2020821,24275069,0,
262803,2013647,85736259,0,57.0535
262916,2005343,24275061,0,
262995,1999173,24788314,0,77.3743
263271,1984226,49649241,0,
263379,1979163,14741311,0,
263605,1969137,49722292,0,
263728,1963595,26662642,0,
263936,1952877,24390499,0,
264919,1907990,14742098,0,72.4761
265155,1897665,24273123,0,
265241,1894361,90341217,0,146.737
265271,1893668,90341206,0,229.973
265354,1889218,49669455,0,
265396,1886439,26669548,0,
265400,1885904,17513288,0,
265416,1884678,49669884,0,
265419,1884508,17513276,0,
265526,1877725,14743361,0,134.555
265596,1872769,14741070,0,41.1884
265605,1872643,24390467,0,
265960,1856256,49714732,0,
268125,1739993,49668335,0,
268562,1714884,90341839,0,50.7216
269183,1615267,11112761,0,
269207,1613531,24274712,0,
269254,1610590,14723446,0,
270070,1560402,7976785,0,
270242,1550607,26753790,0,104.657
270272,1549517,50086450,0,
270292,1548968,90341706,0,63.2205
270295,1548942,11112338,0,
270350,1548055,49679734,0,
270388,1547484,90340734,0,46.0302
270747,1521538,49731745,0,
270752,1521459,24790886,0,
270807,1520085,24275342,0,
270930,1512455,24417412,0,
270945,1512162,24417408,0,
271016,1511494,24399866,0,
271021,1511455,24417384,0,
271023,1511454,24276696,0,
271029,1511415,24395818,0,
271049,1511203,24276668,0,
271120,1510074,24813823,0,
271135,1509886,14743369,0,
271149,1509784,24796025,0,
271171,1509337,24812429,0,
271204,1509017,14743370,0,126.439
271308,1507425,24814786,0,
271330,1507064,49716302,0,54.4218
271351,1506940,24814750,0,
271353,1506939,24793680,0,
271497,1505225,24822961,0,
271500,1505221,24276543,0,39.3547
271509,1505193,24814836,0,
271530,1504910,24814749,0,
271548,1504722,24803303,0,
271589,1504046,24274263,0,
271681,1502192,24807438,0,
272533,1486744,49666656,0,
274036,1478238,24819273,0,
274548,1475545,24824517,0,
276897,1426423,24812991,0,55.4281
276907,1426224,24389983,0,
276909,1426222,24389981,0,
276915,1426215,24813109,0,74.532
277201,1414353,24273348,0,73.2446
277603,1388537,49665438,0,
277626,1387591,24274422,0,47.0937
277698,1384560,24273899,0,
278251,1366249,24272992,0,
278663,1349523,49649242,0,98.0574
278768,1346613,17412797,0,
278938,1341311,49670749,0,
278958,1340935,24793462,0,89.6629
279051,1337640,49816422,0,
279177,1333163,49727704,0,
279306,1329852,24395150,0,46.3284
279395,1327917,24782527,0,59.1291
279702,1320284,24389317,0,
280386,1309006,49737585,0,
280420,1308342,24787496,0,
280441,1307911,14731011,0,
280444,1307870,17433500,0,
280468,1307470,4255101,0,67.0452
280575,1305956,49668366,0,
281218,1295462,24417335,0,
281917,1281724,24275076,0,
282157,1269693,24274760,0,52.8947
282372,1265655,24389860,0,49.7483
282493,1264022,24390757,0,66.4576
282627,1262929,24274489,0,
282827,1260931,24275550,0,
282872,1260055,24267808,0,50.323
283133,1257745,24389715,0,
283232,1256813,14729318,0,
283251,1256622,24389687,0,
283403,1254592,24276329,0,
283477,1253767,24390024,0,
283757,1251353,24389475,0,
283906,1249871,24793167,0,
283960,1249204,17433027,0,85.1084
284756,1243964,14739848,0,
284786,1243598,14739844,0,
284895,1242527,24275498,0,
285683,1223663,14734032,0,
285740,1222301,49669775,0,
285871,1218429,24797243,0,128.112
286289,1210570,24786536,0,
286409,1206972,17504800,0,66.1178
286439,1206083,17401255,0,117.571
286659,1192536,24274308,0,
286661,1192535,24417206,0,
286719,1190602,17510282,0,
286724,1190573,17412644,0,
286732,1190550,17414804,0,
286794,1189337,14746061,0,
286965,1183482,17412686,0,
